system_name,id,staged_system_id,name,profile_name,product_code,dimensions,length_m,sheet_format,length_mm,width_mm,height_mm,thickness_mm,depth_mm,gauge_mm,diameter_mm,roll_m,weight_kg,pieces,volume_ml,weight_g,pack_format,supplier_pack_qty,supplier_pack_uom,supplier_pack_note,bal_rating,uom,image_url,website_url,parser_notes,extracted_at,sort_order,verification_status,reviewer_notes,created_at,updated_at
BAL19 & 29 Doors,,,BFR3,BFR3,BFR3,Standard Door Size: 2040x820x40; Custom Door Size: Min 1990x805x40 - Max 2400x1200x40,,,,820,2040,40,,,,,,,,,,,,,BAL19 / BAL29,ea,,,"{""source_pages"": ""41""}",,104,pending_review,,,
BAL19 & 29 Doors,,,BFR4,BFR4,BFR4,Standard Door Size: 2040x820x40,,,,820,2040,40,,,,,,,,,,,,,BAL19 / BAL29,ea,,,"{""source_pages"": ""41""}",,105,pending_review,,,
BAL19 & 29 Doors,,,BFR12,BFR12,BFR12,Standard Door Size: 2040x820x40,,,,820,2040,40,,,,,,,,,,,,,BAL19 / BAL29,ea,,,"{""source_pages"": ""41""}",,106,pending_review,,,
BAL19 & 29 Doors,,,BFR13,BFR13,BFR13,Standard Door Size: 2040x820x40,,,,820,2040,40,,,,,,,,,,,,,BAL19 / BAL29,ea,,,"{""source_pages"": ""41""}",,107,pending_review,,,
BAL19 & 29 Doors,,,BFR14,BFR14,BFR14,Standard Door Size: 2040x820x40,,,,820,2040,40,,,,,,,,,,,,,BAL19 / BAL29,ea,,,"{""source_pages"": ""41""}",,108,pending_review,,,
BAL19 & 29 Doors,,,BFR15,BFR15,BFR15,Standard Door Size: 2040x820x40,,,,820,2040,40,,,,,,,,,,,,,BAL19 / BAL29,ea,,,"{""source_pages"": ""41""}",,109,pending_review,,,
BAL19 & 29 Doors,,,BFR20,BFR20,BFR20,Standard Door Size: 2040x820x40,,,,820,2040,40,,,,,,,,,,,,,BAL19 / BAL29,ea,,,"{""source_pages"": ""41""}",,110,pending_review,,,
BAL19 & 29 Doors,,,BFR30,BFR30,BFR30,Standard Door Size: 2040x820x40,,,,820,2040,40,,,,,,,,,,,,,BAL19 / BAL29,ea,,,"{""source_pages"": ""41""}",,111,pending_review,,,
BAL19 & 29 Doors,,,BFR44,BFR44,BFR44,Standard Door Size: 2040x820x40,,,,820,2040,40,,,,,,,,,,,,,BAL19 / BAL29,ea,,,"{""source_pages"": ""41""}",,112,pending_review,,,
BAL19 & 29 Doors,,,BFR66,BFR66,BFR66,Standard Door Size: 2040x820x40,,,,820,2040,40,,,,,,,,,,,,,BAL19 / BAL29,ea,,,"{""source_pages"": ""41""}",,113,pending_review,,,
BAL40 Doors,,,BFR400,BFR400,BFR400,Standard Door Size: 2040x820x45; Custom Door Size: Min 1990x805x45 - Max 2340x1200x45; Standard Sidelite Size (BFR409): 2040x400x45; Custom Sidelite Size: Min 1990x330x45 - Max 2340x500x45,,,,820,2040,45,,,,,,,,,,,,,BAL40,ea,,,"{""source_pages"": ""42""}",,114,pending_review,,,
BAL40 Doors,,,BFR401,BFR401,BFR401,Standard Door Size: 2040x820x45,,,,820,2040,45,,,,,,,,,,,,,BAL40,ea,,,"{""source_pages"": ""42""}",,115,pending_review,,,
BAL40 Doors,,,BFR405,BFR405,BFR405,Standard Door Size: 2040x820x45,,,,820,2040,45,,,,,,,,,,,,,BAL40,ea,,,"{""source_pages"": ""42""}",,116,pending_review,,,
BAL40 Doors,,,BFR407,BFR407,BFR407,Standard Door Size: 2040x820x45,,,,820,2040,45,,,,,,,,,,,,,BAL40,ea,,,"{""source_pages"": ""42""}",,117,pending_review,,,
BAL40 Doors,,,BFR409,BFR409,BFR409,Standard Sidelite Size: 2040x400x45,,,,400,2040,45,,,,,,,,,,,,,BAL40,ea,,,"{""source_pages"": ""42""}",,118,pending_review,,,
BAL40 Doors,,,BFR4013,BFR4013,BFR4013,Standard Door Size: 2040x820x45,,,,820,2040,45,,,,,,,,,,,,,BAL40,ea,,,"{""source_pages"": ""42""}",,119,pending_review,,,
BAL40 Doors,,,BFR4017,BFR4017,BFR4017,Standard Door Size: 2040x820x45,,,,820,2040,45,,,,,,,,,,,,,BAL40,ea,,,"{""source_pages"": ""42""}",,120,pending_review,,,
BAL40 Doors,,,BFR4018,BFR4018,BFR4018,Standard Door Size: 2040x820x45,,,,820,2040,45,,,,,,,,,,,,,BAL40,ea,,,"{""source_pages"": ""42""}",,121,pending_review,,,
BAL40 Doors,,,BFR4019,BFR4019,BFR4019,Standard Door Size: 2040x820x45,,,,820,2040,45,,,,,,,,,,,,,BAL40,ea,,,"{""source_pages"": ""42""}",,122,pending_review,,,
BAL40 Doors,,,BFR4020,BFR4020,BFR4020,Standard Door Size: 2040x820x45,,,,820,2040,45,,,,,,,,,,,,,BAL40,ea,,,"{""source_pages"": ""42""}",,123,pending_review,,,
BAL40 Doors,,,BFR4021,BFR4021,BFR4021,Standard Door Size: 2040x820x45,,,,820,2040,45,,,,,,,,,,,,,BAL40,ea,,,"{""source_pages"": ""42""}",,124,pending_review,,,
BAL40 Doors,,,BFR4022,BFR4022,BFR4022,Standard Door Size: 2040x820x45,,,,820,2040,45,,,,,,,,,,,,,BAL40,ea,,,"{""source_pages"": ""42""}",,125,pending_review,,,
BAL40 Doors,,,BFR4023,BFR4023,BFR4023,Standard Door Size: 2040x820x45,,,,820,2040,45,,,,,,,,,,,,,BAL40,ea,,,"{""source_pages"": ""42""}",,126,pending_review,,,
BAL40 Doors,,,BFR4024,BFR4024,BFR4024,Standard Door Size: 2040x820x45,,,,820,2040,45,,,,,,,,,,,,,BAL40,ea,,,"{""source_pages"": ""42""}",,127,pending_review,,,
BAL40 Doors,,,BFR4025,BFR4025,BFR4025,Standard Door Size: 2040x820x45,,,,820,2040,45,,,,,,,,,,,,,BAL40,ea,,,"{""source_pages"": ""42""}",,128,pending_review,,,
BAL40 Doors,,,BFR4026,BFR4026,BFR4026,Standard Door Size: 2040x820x45,,,,820,2040,45,,,,,,,,,,,,,BAL40,ea,,,"{""source_pages"": ""42""}",,129,pending_review,,,
Frontier Standard Barn Doors,,,FBDS1,FBDS1,FBDS1,Standard Door Size: 2150x1000x35,,,,1000,2150,35,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""46""}",,130,pending_review,,,
Frontier Standard Barn Doors,,,FBDS2,FBDS2,FBDS2,Standard Door Size: 2150x1000x35,,,,1000,2150,35,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""46""}",,131,pending_review,,,
Frontier Standard Barn Doors,,,FBDS3,FBDS3,FBDS3,Standard Door Size: 2150x1000x35,,,,1000,2150,35,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""46""}",,132,pending_review,,,
Frontier Standard Barn Doors,,,FBDS4,FBDS4,FBDS4,Standard Door Size: 2150x1000x35,,,,1000,2150,35,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""46""}",,133,pending_review,,,
Frontier Standard Barn Doors,,,FBDS5,FBDS5,FBDS5,Standard Door Size: 2150x1000x35,,,,1000,2150,35,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""46""}",,134,pending_review,,,
Frontier Ultimate Barn Doors,,,FBDU1,FBDU1,FBDU1,Standard Door Size: 2150x1000x35,,,,1000,2150,35,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""47""}",,135,pending_review,,,
Frontier Ultimate Barn Doors,,,FBDU2,FBDU2,FBDU2,Standard Door Size: 2150x1000x35,,,,1000,2150,35,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""47""}",,136,pending_review,,,
Frontier Ultimate Barn Doors,,,FBDU3,FBDU3,FBDU3,Standard Door Size: 2150x1000x35,,,,1000,2150,35,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""47""}",,137,pending_review,,,
Frontier Ultimate Barn Doors,,,FBDU4,FBDU4,FBDU4,Standard Door Size: 2150x1000x35,,,,1000,2150,35,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""47""}",,138,pending_review,,,
Frontier Ultimate Barn Doors,,,FBDU5,FBDU5,FBDU5,Standard Door Size: 2150x1000x35,,,,1000,2150,35,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""47""}",,139,pending_review,,,
Frontier Ultimate Barn Doors,,,FBDU7,FBDU7,FBDU7,Standard Door Size: 2150x1000x35,,,,1000,2150,35,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""47""}",,140,pending_review,,,
Luxe,,,LUX1,LUX1,LUX1,"Standard Door Size: 2040x720/770/820x35, 2340x720/770/820x35; Custom Door Size: Min 1990x620x35 - Max 2400x1200x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""48-49""}",,141,pending_review,,,
Luxe,,,LUX3,LUX3,LUX3,"Standard Door Size: 2040x720/770/820x35, 2340x720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""48-49""}",,142,pending_review,,,
Luxe,,,LUX4,LUX4,LUX4,"Standard Door Size: 2040x720/770/820x35, 2340x720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""48-49""}",,143,pending_review,,,
Luxe,,,LUX8,LUX8,LUX8,"Standard Door Size: 2040x720/770/820x35, 2340x720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""48-49""}",,144,pending_review,,,
Luxe,,,LUX9,LUX9,LUX9,"Standard Door Size: 2040x720/770/820x35, 2340x720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""48-49""}",,145,pending_review,,,
Luxe,,,LUX10,LUX10,LUX10,"Standard Door Size: 2040x720/770/820x35, 2340x720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""48-49""}",,146,pending_review,,,
Hampton,,,HAM1,HAM1,HAM1,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35; Custom Door Size: Min 1990x400x35 - Max 2400x1200x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""50-51""}",,147,pending_review,,,
Hampton,,,HAM2,HAM2,HAM2,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""50-51""}",,148,pending_review,,,
Hampton,,,HAM4,HAM4,HAM4,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""50-51""}",,149,pending_review,,,
Hampton,,,HAM5,HAM5,HAM5,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""50-51""}",,150,pending_review,,,
Hampton,,,HAM7,HAM7,HAM7,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""50-51""}",,151,pending_review,,,
Hampton,,,HAM10,HAM10,HAM10,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""50-51""}",,152,pending_review,,,
Bayview,,,BAY22,BAY22,BAY22,"Standard Door Size: 2040x620/720/770/820x35, 2340x620/720/770/820x35; Custom Door Size: Min 1990x610x35 - Max 2400x1200x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""52-53""}",,153,pending_review,,,
Bayview,,,BAY44,BAY44,BAY44,"Standard Door Size: 2040x620/720/770/820x35, 2340x620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""52-53""}",,154,pending_review,,,
Bayview,,,BAY50,BAY50,BAY50,"Standard Door Size: 2040x620/720/770/820x35, 2340x620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""52-53""}",,155,pending_review,,,
Bayview,,,BAY66,BAY66,BAY66,"Standard Door Size: 2040x620/720/770/820x35, 2340x620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""52-53""}",,156,pending_review,,,
Bayview,,,BAY88,BAY88,BAY88,"Standard Door Size: 2040x620/720/770/820x35, 2340x620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""52-53""}",,157,pending_review,,,
Bayview,,,BAY99,BAY99,BAY99,"Standard Door Size: 2040x620/720/770/820x35, 2340x620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""52-53""}",,158,pending_review,,,
Bayview,,,BAY100,BAY100,BAY100,"Standard Door Size: 2040x620/720/770/820x35, 2340x620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""52-53""}",,159,pending_review,,,
Allure,,,ALL2,ALL2,ALL2,"Standard Door Size: 2040x620/720/770/820x35, 2340x620/720/770/820x35; Custom Door Size: Min 1990x610x35 - Max 2400x1200x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""54-55""}",,160,pending_review,,,
Allure,,,ALL3,ALL3,ALL3,"Standard Door Size: 2040x620/720/770/820x35, 2340x620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""54-55""}",,161,pending_review,,,
Allure,,,ALL4,ALL4,ALL4,"Standard Door Size: 2040x620/720/770/820x35, 2340x620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""54-55""}",,162,pending_review,,,
Allure,,,ALL6,ALL6,ALL6,"Standard Door Size: 2040x620/720/770/820x35, 2340x620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""54-55""}",,163,pending_review,,,
Allure,,,ALL9,ALL9,ALL9,"Standard Door Size: 2040x620/720/770/820x35, 2340x620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""54-55""}",,164,pending_review,,,
Allure,,,ALL33,ALL33,ALL33,"Standard Door Size: 2040x620/720/770/820x35, 2340x620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""54-55""}",,165,pending_review,,,
Allure,,,ALL99,ALL99,ALL99,"Standard Door Size: 2040x620/720/770/820x35, 2340x620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""54-55""}",,166,pending_review,,,
Humecraft,,,HMC1,HMC1,HMC1,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35; Custom Door Size: Min 1990x410x35 - Max 2400x1200x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""56-57""}",,167,pending_review,,,
Humecraft,,,HMC2,HMC2,HMC2,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""56-57""}",,168,pending_review,,,
Humecraft,,,HMC2G,HMC2G,HMC2G,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""56-57""}",,169,pending_review,,,
Humecraft,,,HMC4,HMC4,HMC4,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""56-57""}",,170,pending_review,,,
Humecraft,,,HMC7,HMC7,HMC7,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""56-57""}",,171,pending_review,,,
Humecraft,,,HMC7G,HMC7G,HMC7G,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""56-57""}",,172,pending_review,,,
Humecraft,,,HMC8,HMC8,HMC8,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""56-57""}",,173,pending_review,,,
Humecraft,,,HMC10,HMC10,HMC10,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""56-57""}",,174,pending_review,,,
Humecraft,,,HMC11,HMC11,HMC11,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""56-57""}",,175,pending_review,,,
Sorrento,,,SOR1,SOR1,SOR1,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35; Custom Door Size: Min 1990x410x35 - Max 2400x1200x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""58-59""}",,176,pending_review,,,
Sorrento,,,SOR2,SOR2,SOR2,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""58-59""}",,177,pending_review,,,
Sorrento,,,SOR5,SOR5,SOR5,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""58-59""}",,178,pending_review,,,
Sorrento,,,SOR6,SOR6,SOR6,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""58-59""}",,179,pending_review,,,
Sorrento,,,SOR8,SOR8,SOR8,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""58-59""}",,180,pending_review,,,
Sorrento,,,SOR11,SOR11,SOR11,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""58-59""}",,181,pending_review,,,
Sorrento,,,SOR12,SOR12,SOR12,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""58-59""}",,182,pending_review,,,
Sorrento,,,SOR22,SOR22,SOR22,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""58-59""}",,183,pending_review,,,
Joinery Internal,,,LIN1,LIN1,LIN1,"Standard Door Size: 2040x620/720/770/820x35; Custom Door Size: Min 1990x400x35 - Max 2400x1200x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""60-61""}",,184,pending_review,,,
Joinery Internal,,,LIN2,LIN2,LIN2,"Standard Door Size: 2040x720/770/820x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""60-61""}",,185,pending_review,,,
Joinery Internal,,,LIN10,LIN10,LIN10,"Standard Door Size: 2040x620/720/770/820x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""60-61""}",,186,pending_review,,,
Linear Internal,,,HLR210,HLR210,HLR210,"Standard Door Size: 2040x620/720/770/820x35, 2340x720/770/820x35; Custom Door Size: Min 1990x410x35 - Max 2400x1200x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""62-63""}",,187,pending_review,,,
Linear Internal,,,HLR230,HLR230,HLR230,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""62-63""}",,188,pending_review,,,
Linear Internal,,,HLR240,HLR240,HLR240,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""62-63""}",,189,pending_review,,,
Linear Internal,,,HLR250,HLR250,HLR250,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""62-63""}",,190,pending_review,,,
Linear Internal,,,HLR270,HLR270,HLR270,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""62-63""}",,191,pending_review,,,
Linear Internal,,,HLR500,HLR500,HLR500,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""62-63""}",,192,pending_review,,,
Linear Internal,,,HLR510,HLR510,HLR510,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""62-63""}",,193,pending_review,,,
Linear Internal,,,HLR600,HLR600,HLR600,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""62-63""}",,194,pending_review,,,
Linear Internal,,,HLR610,HLR610,HLR610,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""62-63""}",,195,pending_review,,,
Accent,,,HAG9,HAG9,HAG9,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35, 2340x520/620/720/770/820x35; Custom Door Size: Min 1900x400x35 - Max 2400x1200x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""64-65""}",,196,pending_review,,,
Accent,,,PRE9,PRE9,PRE9,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""64-65""}",,197,pending_review,,,
Accent,,,HAG11,HAG11,HAG11,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""64-65""}",,198,pending_review,,,
Accent,,,PRE11,PRE11,PRE11,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""64-65""}",,199,pending_review,,,
Accent,,,HAG12,HAG12,HAG12,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""64-65""}",,200,pending_review,,,
Accent,,,PRE12,PRE12,PRE12,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""64-65""}",,201,pending_review,,,
Accent,,,HAG6,HAG6,HAG6,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""64-65""}",,202,pending_review,,,
Accent,,,PRE6,PRE6,PRE6,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""64-65""}",,203,pending_review,,,
Accent,,,HAG10,HAG10,HAG10,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""64-65""}",,204,pending_review,,,
Accent,,,PRE10,PRE10,PRE10,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""64-65""}",,205,pending_review,,,
Accent,,,HA4,HA4,HA4,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""64-65""}",,206,pending_review,,,
Accent,,,PRE4,PRE4,PRE4,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""64-65""}",,207,pending_review,,,
Accent,,,HA40,HA40,HA40,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""64-65""}",,208,pending_review,,,
Accent,,,PRE40,PRE40,PRE40,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""64-65""}",,209,pending_review,,,
Accent,,,HA5,HA5,HA5,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""64-65""}",,210,pending_review,,,
Accent,,,PRE5,PRE5,PRE5,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""64-65""}",,211,pending_review,,,
Strata,,,HST1,HST1,HST1,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35; Custom Door Size: Min 1990x330x35 - Max 2340x920x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""66-67""}",,212,pending_review,,,
Strata,,,HST4,HST4,HST4,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""66-67""}",,213,pending_review,,,
Strata,,,HST5,HST5,HST5,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""66-67""}",,214,pending_review,,,
Strata,,,HST1M,HST1M,HST1M,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""66-67""}",,215,pending_review,,,
Strata,,,HST4M,HST4M,HST4M,"Standard Door Size: 2040x520/620/720/770/820x35, 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""66-67""}",,216,pending_review,,,
Strata,,,HST1 (2340mm),HST1 (2340mm),HST1 (2340mm),"Standard Door Size: 2340x520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""66-67""}",,217,pending_review,,,
Moulded Panel Woodgrain,,,OAK,OAK,OAK,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""68-69""}",,218,pending_review,,,
Moulded Panel Woodgrain,,,OAK-G,OAK-G,OAK-G,"Standard Door Size: 2040x720/770/820x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""68-69""}",,219,pending_review,,,
Moulded Panel Woodgrain,,,CAP,CAP,CAP,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""68-69""}",,220,pending_review,,,
Moulded Panel Smooth Skin,,,ASC,ASC,ASC,"Standard Door Size: 2040x410/420/460/520/620/720/770/820x35, 2340x620/720/770/820x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""68-69""}",,221,pending_review,,,
Moulded Panel Smooth Skin,,,ASC-G,ASC-G,ASC-G,"Standard Door Size: 2040x720/770/820x35",,,,,,,,,,,,,,,,,,,,ea,,,"{""source_pages"": ""68-69""}",,222,pending_review,,,
