system_name,id,staged_system_id,colour_name,sku,sku_suffix,image_url,is_stocked,parser_notes,extracted_at,sort_order,verification_status,reviewer_notes,created_at,updated_at
Moulded Panel Smooth Skin,,,Grey Tint,,,,,"{""source_pages"": ""68-69"", ""note"": ""glass option""}",,229,pending_review,,,
Moulded Panel Smooth Skin,,,Translucent,,,,,"{""source_pages"": ""68-69"", ""note"": ""glass option""}",,230,pending_review,,,
Flush Honeycomb Core,,,Primed MDF,,,,,"{""source_pages"": ""70-71"", ""note"": ""face/finish option""}",,231,pending_review,,,
Flush Honeycomb Core,,,DuraXP,,,,,"{""source_pages"": ""70-71"", ""note"": ""face/finish option""}",,232,pending_review,,,
Flush Honeycomb Core,,,SPM,,,,,"{""source_pages"": ""70-71"", ""note"": ""face/finish option""}",,233,pending_review,,,
Flush Honeycomb Core,,,Paint Grade Ply,,,,,"{""source_pages"": ""70-71"", ""note"": ""face/finish option""}",,234,pending_review,,,
Flush Honeycomb X1 Core,,,DuraXP,,,,,"{""source_pages"": ""70-71"", ""note"": ""face/finish option""}",,235,pending_review,,,
Flush Honeycomb X1 Core,,,SPM,,,,,"{""source_pages"": ""70-71"", ""note"": ""face/finish option""}",,236,pending_review,,,
Flush Honeycomb X1 Core,,,Paint Grade Ply,,,,,"{""source_pages"": ""70-71"", ""note"": ""face/finish option""}",,237,pending_review,,,
Flush Solicore Core,,,Primed MDF,,,,,"{""source_pages"": ""70-71"", ""note"": ""face/finish option""}",,238,pending_review,,,
Flush Solicore Core,,,DuraXP,,,,,"{""source_pages"": ""70-71"", ""note"": ""face/finish option""}",,239,pending_review,,,
Flush Solicore Core,,,SPM,,,,,"{""source_pages"": ""70-71"", ""note"": ""face/finish option""}",,240,pending_review,,,
Flush Solicore Core,,,Paint Grade Ply,,,,,"{""source_pages"": ""70-71"", ""note"": ""face/finish option""}",,241,pending_review,,,
Flush Blockboard Core,,,SPM,,,,,"{""source_pages"": ""70-71"", ""note"": ""face/finish option""}",,242,pending_review,,,
Flush Premium 6mm Core,,,Primed MDF,,,,,"{""source_pages"": ""70-71"", ""note"": ""face/finish option""}",,243,pending_review,,,
Smartrobe,,,White,,,,,"{""source_pages"": ""78-79"", ""note"": ""face/finish option""}",,244,pending_review,,,
Smartrobe,,,Chrome,,,,,"{""source_pages"": ""78-79"", ""note"": ""face/finish option""}",,245,pending_review,,,
Smartrobe,,,Full Mirror Option,,,,,"{""source_pages"": ""78-79"", ""note"": ""face/finish option""}",,246,pending_review,,,
Bi-Fold,,,Primed MDF skin,,,,,"{""source_pages"": ""80-81"", ""note"": ""face/finish option""}",,247,pending_review,,,
Bi-Fold,,,SPM skin,,,,,"{""source_pages"": ""80-81"", ""note"": ""face/finish option""}",,248,pending_review,,,
Bi-Fold,,,Clear,,,,,"{""source_pages"": ""80-81"", ""note"": ""glass option""}",,249,pending_review,,,
Bi-Fold,,,Cathedral,,,,,"{""source_pages"": ""80-81"", ""note"": ""glass option""}",,250,pending_review,,,
Bi-Fold,,,Grey Tint,,,,,"{""source_pages"": ""80-81"", ""note"": ""glass option""}",,251,pending_review,,,
Bi-Fold,,,Translucent,,,,,"{""source_pages"": ""80-81"", ""note"": ""glass option""}",,252,pending_review,,,
Multi-Fold,,,Primed MDF skin,,,,,"{""source_pages"": ""80-81"", ""note"": ""face/finish option""}",,253,pending_review,,,
Multi-Fold,,,SPM skin,,,,,"{""source_pages"": ""80-81"", ""note"": ""face/finish option""}",,254,pending_review,,,
Multi-Fold,,,Clear,,,,,"{""source_pages"": ""80-81"", ""note"": ""glass option""}",,255,pending_review,,,
Multi-Fold,,,Cathedral,,,,,"{""source_pages"": ""80-81"", ""note"": ""glass option""}",,256,pending_review,,,
Multi-Fold,,,Grey Tint,,,,,"{""source_pages"": ""80-81"", ""note"": ""glass option""}",,257,pending_review,,,
Multi-Fold,,,Translucent,,,,,"{""source_pages"": ""80-81"", ""note"": ""glass option""}",,258,pending_review,,,
Prehung,,,Chrome,,,,,"{""source_pages"": ""82"", ""note"": ""face/finish option""}",,259,pending_review,,,
Prehung,,,Matt Black,,,,,"{""source_pages"": ""82"", ""note"": ""face/finish option""}",,260,pending_review,,,
Prehung,,,Stainless Steel,,,,,"{""source_pages"": ""82"", ""note"": ""face/finish option""}",,261,pending_review,,,
Prehung,,,Satin Brass,,,,,"{""source_pages"": ""82"", ""note"": ""face/finish option""}",,262,pending_review,,,
Timber Mouldings Profiles,,,SILKTRIM®,,,,,"{""source_pages"": ""83"", ""note"": ""face/finish option""}",,263,pending_review,,,
Timber Mouldings Profiles,,,Pinetrim Plus® - Primed,,,,,"{""source_pages"": ""83"", ""note"": ""face/finish option""}",,264,pending_review,,,
Timber Mouldings Profiles,,,Pinetrim XT® H3 L.O.S.P. Primed Treated Pine,,,,,"{""source_pages"": ""83"", ""note"": ""face/finish option""}",,265,pending_review,,,
Timber Mouldings Profiles,,,MERANTI,,,,,"{""source_pages"": ""83"", ""note"": ""face/finish option""}",,266,pending_review,,,
Steel Door Frame,,,Zinc,,,,,"{""source_pages"": ""84"", ""note"": ""face/finish option""}",,267,pending_review,,,
Steel Door Frame,,,Galvanized,,,,,"{""source_pages"": ""84"", ""note"": ""face/finish option""}",,268,pending_review,,,
Steel Door Frame,,,Stainless steel,,,,,"{""source_pages"": ""84"", ""note"": ""face/finish option""}",,269,pending_review,,,
Steel Door Frame,,,Primed,,,,,"{""source_pages"": ""84"", ""note"": ""face/finish option""}",,270,pending_review,,,
GAL Sealed Cavity Unit,,,38mm Pencil Round Architrave,,,,,"{""source_pages"": ""85"", ""note"": ""face/finish option""}",,271,pending_review,,,
GAL Sealed Cavity Unit,,,Rediset reveal,,,,,"{""source_pages"": ""85"", ""note"": ""face/finish option""}",,272,pending_review,,,
GAL Sealed Cavity Unit,,,Recessed closing jamb,,,,,"{""source_pages"": ""85"", ""note"": ""face/finish option""}",,273,pending_review,,,
GAL Sealed Cavity Unit,,,Flat jambs,,,,,"{""source_pages"": ""85"", ""note"": ""face/finish option""}",,274,pending_review,,,
Fire Doors,,,MDF,,,,,"{""source_pages"": ""85"", ""note"": ""face/finish option""}",,275,pending_review,,,
Fire Doors,,,Ply,,,,,"{""source_pages"": ""85"", ""note"": ""face/finish option""}",,276,pending_review,,,
Fire Doors,,,Tempered Hardboard,,,,,"{""source_pages"": ""85"", ""note"": ""face/finish option""}",,277,pending_review,,,
